Attaching to zammad_zammad-scheduler_1
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:43:33.503242 #1-46965918672320]  INFO -- : Running job thread for 'Import OTRS diff load' (Import::OTRS.diff_worker) status is: sleep
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.531782 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: a1d29afa-0ec2-4fcd-b013-b4d49ee7a39e) from DelayedJob(default) with arguments: "User", 19
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.533613 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 26)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.565953 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/19?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.579909 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.584691 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: 4e1fda50-102b-4de4-bafb-8a730bddcf12) to DelayedJob(default) with arguments: "User", 26
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.585642 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: a1d29afa-0ec2-4fcd-b013-b4d49ee7a39e) from DelayedJob(default) in 51.33ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.594393 #1-46965976969580]  INFO -- : 2020-01-31T04:44:02+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [a1d29afa-0ec2-4fcd-b013-b4d49ee7a39e] from DelayedJob(default) with arguments: ["User", 19] (id=83570) (queue=default) COMPLETED after 0.0880
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.597004 #1-46965976969580]  INFO -- : 2020-01-31T04:44:02+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [21d18869-604d-40e4-9a20-9190cadb9c43] from DelayedJob(default) with arguments: ["User", 2] (id=83571) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.602654 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 27)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.625845 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: 21d18869-604d-40e4-9a20-9190cadb9c43) from DelayedJob(default) with arguments: "User", 2
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.663795 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/2?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.667715 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: aeece968-5184-480e-8878-faf0f42d5107) to DelayedJob(default) with arguments: "User", 27
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.681093 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.686032 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: 21d18869-604d-40e4-9a20-9190cadb9c43) from DelayedJob(default) in 51.18ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.688904 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 3)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.689501 #1-46965976969580]  INFO -- : 2020-01-31T04:44:02+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [21d18869-604d-40e4-9a20-9190cadb9c43] from DelayedJob(default) with arguments: ["User", 2] (id=83571) (queue=default) COMPLETED after 0.0920
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.693634 #1-46965976969580]  INFO -- : 2020-01-31T04:44:02+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [b4c603f6-4ee8-4f29-b57d-4ef876aad3d5] from DelayedJob(default) with arguments: ["User", 20] (id=83572) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.727222 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: b4c603f6-4ee8-4f29-b57d-4ef876aad3d5) from DelayedJob(default) with arguments: "User", 20
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.741364 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: 5ea5f902-581c-499c-ac39-cc692f3d61c0) to DelayedJob(default) with arguments: "User", 3
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.753363 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/20?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.757387 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 4)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.764077 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.771214 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: b4c603f6-4ee8-4f29-b57d-4ef876aad3d5) from DelayedJob(default) in 38.77ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.774071 #1-46965976969580]  INFO -- : 2020-01-31T04:44:02+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [b4c603f6-4ee8-4f29-b57d-4ef876aad3d5] from DelayedJob(default) with arguments: ["User", 20] (id=83572) (queue=default) COMPLETED after 0.0799
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.778711 #1-46965976969580]  INFO -- : 2020-01-31T04:44:02+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [e00aa0c4-cff0-41b6-8c5f-949b4e6d9817] from DelayedJob(default) with arguments: ["User", 21] (id=83573) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.809709 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: e00aa0c4-cff0-41b6-8c5f-949b4e6d9817) from DelayedJob(default) with arguments: "User", 21
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.815361 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: 81dee3cc-8f99-483d-818e-476e8e20128c) to DelayedJob(default) with arguments: "User", 4
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.835532 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/21?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.835692 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 5)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.851182 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.860801 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: e00aa0c4-cff0-41b6-8c5f-949b4e6d9817) from DelayedJob(default) in 46.95ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.871356 #1-46965976969580]  INFO -- : 2020-01-31T04:44:02+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [e00aa0c4-cff0-41b6-8c5f-949b4e6d9817] from DelayedJob(default) with arguments: ["User", 21] (id=83573) (queue=default) COMPLETED after 0.0917
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.884155 #1-46965976969580]  INFO -- : 2020-01-31T04:44:02+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [53b93742-3c50-4284-9edc-fe7dab03d806] from DelayedJob(default) with arguments: ["User", 22] (id=83574) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.945599 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: 53b93742-3c50-4284-9edc-fe7dab03d806) from DelayedJob(default) with arguments: "User", 22
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.945799 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: 73b5a46c-2c14-47cf-b223-5c0946a41292) to DelayedJob(default) with arguments: "User", 5
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.971520 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 6)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:02.988206 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/22?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.004357 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.010597 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: 53b93742-3c50-4284-9edc-fe7dab03d806) from DelayedJob(default) in 64.48ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.012673 #1-46965976969580]  INFO -- : 2020-01-31T04:44:03+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [53b93742-3c50-4284-9edc-fe7dab03d806] from DelayedJob(default) with arguments: ["User", 22] (id=83574) (queue=default) COMPLETED after 0.1282
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.016685 #1-46965976969580]  INFO -- : 2020-01-31T04:44:03+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [b011bc48-1e17-49e3-b235-928cf29b1af2] from DelayedJob(default) with arguments: ["User", 23] (id=83575) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.019528 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: 43340c3b-1258-4351-9cfa-1f66f1d92ab8) to DelayedJob(default) with arguments: "User", 6
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.044255 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: b011bc48-1e17-49e3-b235-928cf29b1af2) from DelayedJob(default) with arguments: "User", 23
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.057689 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 7)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.067474 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/23?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.083653 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.090118 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: b011bc48-1e17-49e3-b235-928cf29b1af2) from DelayedJob(default) in 39.63ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.092170 #1-46965976969580]  INFO -- : 2020-01-31T04:44:03+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [b011bc48-1e17-49e3-b235-928cf29b1af2] from DelayedJob(default) with arguments: ["User", 23] (id=83575) (queue=default) COMPLETED after 0.0750
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.096096 #1-46965976969580]  INFO -- : 2020-01-31T04:44:03+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [afb044e9-eedb-4ed9-9c68-961dc5e0e515] from DelayedJob(default) with arguments: ["User", 24] (id=83576) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.098876 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: b6756c09-fa20-49bf-a4b8-db73168a32d0) to DelayedJob(default) with arguments: "User", 7
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.124970 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: afb044e9-eedb-4ed9-9c68-961dc5e0e515) from DelayedJob(default) with arguments: "User", 24
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.139476 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 8)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.150681 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/24?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.165990 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.180319 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: 66665600-deec-4806-9116-337e8ac7ea6c) to DelayedJob(default) with arguments: "User", 8
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.189460 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: afb044e9-eedb-4ed9-9c68-961dc5e0e515) from DelayedJob(default) in 58.02ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.191537 #1-46965976969580]  INFO -- : 2020-01-31T04:44:03+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [afb044e9-eedb-4ed9-9c68-961dc5e0e515] from DelayedJob(default) with arguments: ["User", 24] (id=83576) (queue=default) COMPLETED after 0.0949
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.194065 #1-46965976969580]  INFO -- : 2020-01-31T04:44:03+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [fe68e6c4-bd1f-424d-bcb0-7aa51bc50775] from DelayedJob(default) with arguments: ["User", 25] (id=83577) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.209351 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 9)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.228426 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: fe68e6c4-bd1f-424d-bcb0-7aa51bc50775) from DelayedJob(default) with arguments: "User", 25
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.251392 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/25?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.257509 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: 49f1c644-a473-4a18-b8ab-af4df5e9655d) to DelayedJob(default) with arguments: "User", 9
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.265863 #1-46965991318660]  INFO -- : thread#-: loading Customer...
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.266884 #1-46965991318660]  INFO -- : thread#-: POST: http://support.duxtel.net/public.pl?Action=ZammadMigrator
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.267397 #1-46965991318660]  INFO -- : thread#-: PARAMS: {:Subaction=>"Export", :Object=>"Customer", :Limit=>"", :Offset=>"", :Diff=>0, :Action=>"ZammadMigrator", :Key=>"mjmvw8hgg8rmjmvw8hgg8r"}
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.266270 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.273347 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: fe68e6c4-bd1f-424d-bcb0-7aa51bc50775) from DelayedJob(default) in 40.87ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.275245 #1-46965976969580]  INFO -- : 2020-01-31T04:44:03+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [fe68e6c4-bd1f-424d-bcb0-7aa51bc50775] from DelayedJob(default) with arguments: ["User", 25] (id=83577) (queue=default) COMPLETED after 0.0806
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.277765 #1-46965976969580]  INFO -- : 2020-01-31T04:44:03+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [4e1fda50-102b-4de4-bafb-8a730bddcf12] from DelayedJob(default) with arguments: ["User", 26] (id=83578) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.304081 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: 4e1fda50-102b-4de4-bafb-8a730bddcf12) from DelayedJob(default) with arguments: "User", 26
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.317734 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/26?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.323809 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.328786 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: 4e1fda50-102b-4de4-bafb-8a730bddcf12) from DelayedJob(default) in 23.96ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.330728 #1-46965976969580]  INFO -- : 2020-01-31T04:44:03+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [4e1fda50-102b-4de4-bafb-8a730bddcf12] from DelayedJob(default) with arguments: ["User", 26] (id=83578) (queue=default) COMPLETED after 0.0524
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.333108 #1-46965976969580]  INFO -- : 2020-01-31T04:44:03+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [aeece968-5184-480e-8878-faf0f42d5107] from DelayedJob(default) with arguments: ["User", 27] (id=83579) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.359074 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: aeece968-5184-480e-8878-faf0f42d5107) from DelayedJob(default) with arguments: "User", 27
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.371470 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/27?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.377695 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.382362 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: aeece968-5184-480e-8878-faf0f42d5107) from DelayedJob(default) in 22.23ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.384221 #1-46965976969580]  INFO -- : 2020-01-31T04:44:03+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [aeece968-5184-480e-8878-faf0f42d5107] from DelayedJob(default) with arguments: ["User", 27] (id=83579) (queue=default) COMPLETED after 0.0506
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.386662 #1-46965976969580]  INFO -- : 2020-01-31T04:44:03+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [5ea5f902-581c-499c-ac39-cc692f3d61c0] from DelayedJob(default) with arguments: ["User", 3] (id=83580) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.412317 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: 5ea5f902-581c-499c-ac39-cc692f3d61c0) from DelayedJob(default) with arguments: "User", 3
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.424574 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/3?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.430027 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.434525 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: 5ea5f902-581c-499c-ac39-cc692f3d61c0) from DelayedJob(default) in 21.58ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.436362 #1-46965976969580]  INFO -- : 2020-01-31T04:44:03+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [5ea5f902-581c-499c-ac39-cc692f3d61c0] from DelayedJob(default) with arguments: ["User", 3] (id=83580) (queue=default) COMPLETED after 0.0492
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.438866 #1-46965976969580]  INFO -- : 2020-01-31T04:44:03+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [81dee3cc-8f99-483d-818e-476e8e20128c] from DelayedJob(default) with arguments: ["User", 4] (id=83581) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.464227 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: 81dee3cc-8f99-483d-818e-476e8e20128c) from DelayedJob(default) with arguments: "User", 4
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.476184 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/4?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.481193 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.485689 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: 81dee3cc-8f99-483d-818e-476e8e20128c) from DelayedJob(default) in 20.82ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.487471 #1-46965976969580]  INFO -- : 2020-01-31T04:44:03+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [81dee3cc-8f99-483d-818e-476e8e20128c] from DelayedJob(default) with arguments: ["User", 4] (id=83581) (queue=default) COMPLETED after 0.0481
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:44:03.489833 #1-46965976969580]  INFO -- : 2020-01-31T04:44:03+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [73b5a46c-2c14-47cf-b223-5c0946a41292] from DelayedJob(default) with arguments: ["User", 5] (id=83582) (queue=default) RUNNING
